Run,Step,Agent,Episode Length
0,28,Ko,6.0
0,29,Lee,4.8
0,29,Shin,2.78
0,29,Kang,5.78
0,29,Lim,5.94
0,29,Ko,6.0
0,30,Lee,4.64
0,30,Shin,2.74
0,30,Kang,5.94
0,30,Lim,6.0
0,30,Ko,6.0
0,31,Lee,4.7
0,31,Shin,2.82
0,31,Kang,5.84
0,31,Lim,5.9
0,31,Ko,6.0
0,32,Lee,4.56
0,32,Shin,2.82
0,32,Kang,5.88
0,32,Lim,5.96
0,32,Ko,6.0
0,33,Lee,4.78
0,33,Shin,2.72
0,33,Kang,5.82
0,33,Lim,5.88
0,33,Ko,6.0
0,34,Lee,4.62
0,34,Shin,2.9
0,34,Kang,5.94
0,34,Lim,5.98
0,34,Ko,5.98
0,35,Lee,4.38
0,35,Shin,2.98
0,35,Kang,5.94
0,35,Lim,5.96
0,35,Ko,6.0
0,36,Lee,4.68
0,36,Shin,2.8
0,36,Kang,5.86
0,36,Lim,5.88
0,36,Ko,6.0
0,37,Lee,4.36
0,37,Shin,2.96
0,37,Kang,5.9
0,37,Lim,5.96
0,37,Ko,6.0
0,38,Lee,4.62
0,38,Shin,2.78
0,38,Kang,5.86
0,38,Lim,5.96
0,38,Ko,6.0
0,39,Lee,4.66
0,39,Shin,2.88
0,39,Kang,5.88
0,39,Lim,5.98
0,39,Ko,6.0
1,0,Lee,6.0
1,0,Shin,4.38
1,0,Kang,5.36
1,0,Lim,4.66
1,0,Ko,6.0
1,1,Lee,5.98
1,1,Shin,4.0
1,1,Kang,5.04
1,1,Lim,5.64
1,1,Ko,6.0
1,2,Lee,5.98
1,2,Shin,4.02
1,2,Kang,5.04
1,2,Lim,5.74
1,2,Ko,6.0
1,3,Lee,6.0
1,3,Shin,4.48
1,3,Kang,4.9
1,3,Lim,5.64
1,3,Ko,6.0
1,4,Lee,5.96
1,4,Shin,4.28
1,4,Kang,5.08
1,4,Lim,5.46
1,4,Ko,6.0
1,5,Lee,5.7
1,5,Shin,4.22
1,5,Kang,5.14
1,5,Lim,5.86
1,5,Ko,6.0
1,6,Lee,5.76
1,6,Shin,4.56
1,6,Kang,4.96
1,6,Lim,5.84
1,6,Ko,6.0
1,7,Lee,5.62
1,7,Shin,4.58
1,7,Kang,5.44
1,7,Lim,5.6
1,7,Ko,6.0
1,8,Lee,5.42
1,8,Shin,4.66
1,8,Kang,5.38
1,8,Lim,5.76
1,8,Ko,6.0
1,9,Lee,5.52
1,9,Shin,4.76
1,9,Kang,5.08
1,9,Lim,5.56
1,9,Ko,5.98
1,10,Lee,5.74
1,10,Shin,4.64
1,10,Kang,4.94
1,10,Lim,5.68
1,10,Ko,5.92
1,11,Lee,5.32
1,11,Shin,4.8
1,11,Kang,5.46
1,11,Lim,5.66
1,11,Ko,5.9
1,12,Lee,5.5
1,12,Shin,4.68
1,12,Kang,5.36
1,12,Lim,5.6
1,12,Ko,6.0
1,13,Lee,5.18
1,13,Shin,5.2
1,13,Kang,5.3
1,13,Lim,5.8
1,13,Ko,6.0
1,14,Lee,5.1
1,14,Shin,4.88
1,14,Kang,5.48
1,14,Lim,5.8
1,14,Ko,6.0
1,15,Lee,5.32
1,15,Shin,4.96
1,15,Kang,5.24
1,15,Lim,5.78
1,15,Ko,5.98
1,16,Lee,4.98
1,16,Shin,5.14
1,16,Kang,5.1
1,16,Lim,5.58
1,16,Ko,6.0
1,17,Lee,5.26
1,17,Shin,4.8
1,17,Kang,5.44
1,17,Lim,5.76
1,17,Ko,5.98
1,18,Lee,5.18
1,18,Shin,4.92
1,18,Kang,5.1
1,18,Lim,5.68
1,18,Ko,6.0
1,19,Lee,4.68
1,19,Shin,4.62
1,19,Kang,5.52
1,19,Lim,5.72
1,19,Ko,6.0
1,20,Lee,4.94
1,20,Shin,5.02
1,20,Kang,5.56
1,20,Lim,5.64
1,20,Ko,6.0
1,21,Lee,4.44
1,21,Shin,5.22
1,21,Kang,5.5
1,21,Lim,5.78
1,21,Ko,6.0
1,22,Lee,4.88
1,22,Shin,4.9
1,22,Kang,5.48
1,22,Lim,5.74
1,22,Ko,6.0
1,23,Lee,4.38
1,23,Shin,4.58
1,23,Kang,5.5
1,23,Lim,5.88
1,23,Ko,6.0
1,24,Lee,4.68
1,24,Shin,5.12
1,24,Kang,5.24
1,24,Lim,5.96
1,24,Ko,5.98
1,25,Lee,4.82
1,25,Shin,4.42
1,25,Kang,5.32
1,25,Lim,5.84
1,25,Ko,6.0
1,26,Lee,4.68
1,26,Shin,4.2
1,26,Kang,5.64
1,26,Lim,5.72
1,26,Ko,6.0
1,27,Lee,5.02
1,27,Shin,4.22
1,27,Kang,5.48
1,27,Lim,5.92
1,27,Ko,6.0
1,28,Lee,4.56
1,28,Shin,4.08
1,28,Kang,5.74
1,28,Lim,5.9
1,28,Ko,6.0
1,29,Lee,4.76
1,29,Shin,4.0
1,29,Kang,5.68
1,29,Lim,5.82
1,29,Ko,6.0
1,30,Lee,4.2
1,30,Shin,4.02
1,30,Kang,5.76
1,30,Lim,5.98
1,30,Ko,6.0
1,31,Lee,4.78
1,31,Shin,3.56
1,31,Kang,5.7
1,31,Lim,5.94
1,31,Ko,6.0
1,32,Lee,4.96
1,32,Shin,3.54
1,32,Kang,5.78
1,32,Lim,5.86
1,32,Ko,6.0
1,33,Lee,4.74
1,33,Shin,3.44
1,33,Kang,5.82
1,33,Lim,5.98
1,33,Ko,5.98
1,34,Lee,4.46
1,34,Shin,3.68
1,34,Kang,5.88
1,34,Lim,5.98
1,34,Ko,6.0
1,35,Lee,4.12
1,35,Shin,3.82
1,35,Kang,5.76
1,35,Lim,5.86
1,35,Ko,6.0
1,36,Lee,4.78
1,36,Shin,3.38
1,36,Kang,5.82
1,36,Lim,5.92
1,36,Ko,6.0
1,37,Lee,4.34
1,37,Shin,3.34
1,37,Kang,5.86
1,37,Lim,5.86
1,37,Ko,6.0
1,38,Lee,4.28
1,38,Shin,3.3
1,38,Kang,5.9
1,38,Lim,5.98
1,38,Ko,6.0
1,39,Lee,4.24
1,39,Shin,3.32
1,39,Kang,5.86
1,39,Lim,6.0
1,39,Ko,6.0
2,0,Lee,6.0
2,0,Shin,4.02
2,0,Kang,5.64
2,0,Lim,5.1
2,0,Ko,5.98
2,1,Lee,6.0
2,1,Shin,3.9
2,1,Kang,5.44
2,1,Lim,4.8
2,1,Ko,6.0
2,2,Lee,5.92
2,2,Shin,4.36
2,2,Kang,4.5
2,2,Lim,5.36
2,2,Ko,6.0
2,3,Lee,5.88
2,3,Shin,3.94
2,3,Kang,5.18
2,3,Lim,5.64
2,3,Ko,6.0
2,4,Lee,5.94
2,4,Shin,4.1
2,4,Kang,4.78
2,4,Lim,5.7
2,4,Ko,5.94
2,5,Lee,5.66
2,5,Shin,4.2
2,5,Kang,5.16
2,5,Lim,5.78
2,5,Ko,6.0
2,6,Lee,5.78
2,6,Shin,4.26
2,6,Kang,5.28
2,6,Lim,5.42
2,6,Ko,6.0
2,7,Lee,5.48
2,7,Shin,4.52
2,7,Kang,5.22
2,7,Lim,5.74
2,7,Ko,6.0
2,8,Lee,5.26
2,8,Shin,4.44
2,8,Kang,5.44
2,8,Lim,5.72
2,8,Ko,6.0
2,9,Lee,5.22
2,9,Shin,4.6
2,9,Kang,5.28
2,9,Lim,5.76
2,9,Ko,5.96
2,10,Lee,5.26
2,10,Shin,4.92
2,10,Kang,5.04
2,10,Lim,5.64
2,10,Ko,5.96
2,11,Lee,5.12
2,11,Shin,4.58
2,11,Kang,5.32
2,11,Lim,5.98
2,11,Ko,6.0
2,12,Lee,5.1
2,12,Shin,4.62
2,12,Kang,5.36
2,12,Lim,5.78
2,12,Ko,6.0
2,13,Lee,4.88
2,13,Shin,4.4
2,13,Kang,5.48
2,13,Lim,5.76
2,13,Ko,5.92
2,14,Lee,4.9
2,14,Shin,4.3
2,14,Kang,5.46
2,14,Lim,5.8
2,14,Ko,6.0
2,15,Lee,4.92
2,15,Shin,4.32
2,15,Kang,5.54
2,15,Lim,5.9
2,15,Ko,6.0
2,16,Lee,4.86
2,16,Shin,4.12
2,16,Kang,5.56
2,16,Lim,5.82
2,16,Ko,6.0
2,17,Lee,5.28
2,17,Shin,3.68
2,17,Kang,5.42
2,17,Lim,5.96
2,17,Ko,5.96
2,18,Lee,5.22
2,18,Shin,3.52
2,18,Kang,5.78
2,18,Lim,5.84
2,18,Ko,6.0
2,19,Lee,5.1
2,19,Shin,3.76
2,19,Kang,5.46
2,19,Lim,5.94
2,19,Ko,6.0
2,20,Lee,4.94
2,20,Shin,3.6
2,20,Kang,5.7
2,20,Lim,5.94
2,20,Ko,5.92
2,21,Lee,4.7
2,21,Shin,3.5
2,21,Kang,5.7
2,21,Lim,5.98
2,21,Ko,6.0
2,22,Lee,4.8
2,22,Shin,3.44
2,22,Kang,5.68
2,22,Lim,6.0
2,22,Ko,6.0
2,23,Lee,4.6
2,23,Shin,3.34
2,23,Kang,5.72
2,23,Lim,5.94
2,23,Ko,6.0
2,24,Lee,4.34
2,24,Shin,3.4
2,24,Kang,5.92
2,24,Lim,6.0
2,24,Ko,6.0
2,25,Lee,4.82
2,25,Shin,3.04
2,25,Kang,5.88
2,25,Lim,5.94
2,25,Ko,6.0
2,26,Lee,4.5
2,26,Shin,3.22
2,26,Kang,5.86
2,26,Lim,5.88
2,26,Ko,6.0
2,27,Lee,4.6
2,27,Shin,3.16
2,27,Kang,5.86
2,27,Lim,5.94
2,27,Ko,6.0
2,28,Lee,4.9
2,28,Shin,2.96
2,28,Kang,5.8
2,28,Lim,5.88
2,28,Ko,6.0
2,29,Lee,4.68
2,29,Shin,3.24
2,29,Kang,5.86
2,29,Lim,5.96
2,29,Ko,6.0
2,30,Lee,4.6
2,30,Shin,3.04
2,30,Kang,5.9
2,30,Lim,5.94
2,30,Ko,6.0
2,31,Lee,4.7
2,31,Shin,3.14
2,31,Kang,5.86
2,31,Lim,5.98
2,31,Ko,6.0
2,32,Lee,4.62
2,32,Shin,2.88
2,32,Kang,5.88
2,32,Lim,5.92
2,32,Ko,6.0
2,33,Lee,4.68
2,33,Shin,2.86
2,33,Kang,5.86
2,33,Lim,5.98
2,33,Ko,6.0
2,34,Lee,4.32
2,34,Shin,3.16
2,34,Kang,5.88
2,34,Lim,5.94
2,34,Ko,6.0
2,35,Lee,4.0
2,35,Shin,3.22
2,35,Kang,5.96
2,35,Lim,6.0
2,35,Ko,6.0
2,36,Lee,4.0
2,36,Shin,3.46
2,36,Kang,5.94
2,36,Lim,5.96
2,36,Ko,6.0
2,37,Lee,4.68
2,37,Shin,2.84
2,37,Kang,5.86
2,37,Lim,5.88
2,37,Ko,6.0
2,38,Lee,4.4
2,38,Shin,3.28
2,38,Kang,5.94
2,38,Lim,6.0
2,38,Ko,6.0
2,39,Lee,4.44
2,39,Shin,3.06
2,39,Kang,5.86
2,39,Lim,5.9
2,39,Ko,5.98
