Run,Step,Agent,Episode Length
0,33,Shin,6.0
0,33,Kang,5.64
0,33,Lim,6.0
0,33,Ko,5.26
0,34,Lee,6.0
0,34,Shin,6.0
0,34,Kang,5.54
0,34,Lim,6.0
0,34,Ko,4.96
0,35,Lee,6.0
0,35,Shin,6.0
0,35,Kang,5.5
0,35,Lim,6.0
0,35,Ko,5.66
0,36,Lee,6.0
0,36,Shin,6.0
0,36,Kang,5.4
0,36,Lim,5.98
0,36,Ko,5.04
0,37,Lee,6.0
0,37,Shin,6.0
0,37,Kang,5.7
0,37,Lim,6.0
0,37,Ko,5.2
0,38,Lee,6.0
0,38,Shin,6.0
0,38,Kang,5.42
0,38,Lim,6.0
0,38,Ko,5.28
0,39,Lee,6.0
0,39,Shin,6.0
0,39,Kang,5.5
0,39,Lim,6.0
0,39,Ko,5.54
1,0,Lee,6.0
1,0,Shin,6.0
1,0,Kang,4.38
1,0,Lim,5.98
1,0,Ko,5.92
1,1,Lee,6.0
1,1,Shin,6.0
1,1,Kang,4.08
1,1,Lim,6.0
1,1,Ko,5.52
1,2,Lee,6.0
1,2,Shin,6.0
1,2,Kang,3.74
1,2,Lim,5.98
1,2,Ko,5.44
1,3,Lee,6.0
1,3,Shin,6.0
1,3,Kang,3.82
1,3,Lim,6.0
1,3,Ko,5.4
1,4,Lee,6.0
1,4,Shin,6.0
1,4,Kang,4.2
1,4,Lim,5.98
1,4,Ko,5.48
1,5,Lee,6.0
1,5,Shin,6.0
1,5,Kang,4.12
1,5,Lim,6.0
1,5,Ko,5.78
1,6,Lee,6.0
1,6,Shin,6.0
1,6,Kang,4.3
1,6,Lim,5.9
1,6,Ko,5.64
1,7,Lee,6.0
1,7,Shin,6.0
1,7,Kang,4.32
1,7,Lim,6.0
1,7,Ko,5.86
1,8,Lee,6.0
1,8,Shin,6.0
1,8,Kang,3.96
1,8,Lim,5.98
1,8,Ko,5.76
1,9,Lee,6.0
1,9,Shin,6.0
1,9,Kang,4.26
1,9,Lim,6.0
1,9,Ko,5.86
1,10,Lee,6.0
1,10,Shin,6.0
1,10,Kang,4.5
1,10,Lim,5.98
1,10,Ko,5.84
1,11,Lee,6.0
1,11,Shin,6.0
1,11,Kang,4.32
1,11,Lim,5.98
1,11,Ko,5.84
1,12,Lee,6.0
1,12,Shin,6.0
1,12,Kang,4.64
1,12,Lim,6.0
1,12,Ko,5.84
1,13,Lee,6.0
1,13,Shin,6.0
1,13,Kang,3.72
1,13,Lim,5.98
1,13,Ko,5.6
1,14,Lee,6.0
1,14,Shin,6.0
1,14,Kang,4.92
1,14,Lim,5.98
1,14,Ko,5.34
1,15,Lee,6.0
1,15,Shin,6.0
1,15,Kang,5.38
1,15,Lim,6.0
1,15,Ko,5.64
1,16,Lee,6.0
1,16,Shin,6.0
1,16,Kang,5.42
1,16,Lim,5.98
1,16,Ko,5.34
1,17,Lee,6.0
1,17,Shin,6.0
1,17,Kang,5.06
1,17,Lim,5.9
1,17,Ko,5.48
1,18,Lee,6.0
1,18,Shin,6.0
1,18,Kang,4.96
1,18,Lim,6.0
1,18,Ko,5.54
1,19,Lee,6.0
1,19,Shin,6.0
1,19,Kang,5.36
1,19,Lim,5.84
1,19,Ko,5.4
1,20,Lee,6.0
1,20,Shin,6.0
1,20,Kang,5.32
1,20,Lim,5.98
1,20,Ko,5.34
1,21,Lee,6.0
1,21,Shin,6.0
1,21,Kang,5.52
1,21,Lim,5.88
1,21,Ko,5.42
1,22,Lee,6.0
1,22,Shin,6.0
1,22,Kang,5.58
1,22,Lim,6.0
1,22,Ko,5.24
1,23,Lee,6.0
1,23,Shin,6.0
1,23,Kang,5.36
1,23,Lim,5.92
1,23,Ko,5.34
1,24,Lee,6.0
1,24,Shin,6.0
1,24,Kang,5.54
1,24,Lim,5.9
1,24,Ko,5.64
1,25,Lee,6.0
1,25,Shin,6.0
1,25,Kang,5.12
1,25,Lim,5.92
1,25,Ko,5.48
1,26,Lee,6.0
1,26,Shin,6.0
1,26,Kang,5.62
1,26,Lim,5.96
1,26,Ko,5.46
1,27,Lee,6.0
1,27,Shin,6.0
1,27,Kang,5.44
1,27,Lim,5.92
1,27,Ko,5.12
1,28,Lee,6.0
1,28,Shin,6.0
1,28,Kang,5.26
1,28,Lim,5.98
1,28,Ko,5.46
1,29,Lee,6.0
1,29,Shin,6.0
1,29,Kang,5.26
1,29,Lim,5.92
1,29,Ko,5.8
1,30,Lee,6.0
1,30,Shin,6.0
1,30,Kang,5.44
1,30,Lim,5.96
1,30,Ko,5.84
1,31,Lee,6.0
1,31,Shin,6.0
1,31,Kang,5.3
1,31,Lim,5.82
1,31,Ko,5.7
1,32,Lee,6.0
1,32,Shin,6.0
1,32,Kang,5.64
1,32,Lim,6.0
1,32,Ko,5.58
1,33,Lee,6.0
1,33,Shin,6.0
1,33,Kang,5.8
1,33,Lim,5.88
1,33,Ko,5.64
1,34,Lee,6.0
1,34,Shin,6.0
1,34,Kang,5.5
1,34,Lim,5.94
1,34,Ko,5.72
1,35,Lee,6.0
1,35,Shin,6.0
1,35,Kang,5.62
1,35,Lim,5.88
1,35,Ko,5.66
1,36,Lee,6.0
1,36,Shin,6.0
1,36,Kang,5.72
1,36,Lim,5.94
1,36,Ko,5.78
1,37,Lee,6.0
1,37,Shin,6.0
1,37,Kang,5.82
1,37,Lim,5.94
1,37,Ko,5.88
1,38,Lee,6.0
1,38,Shin,6.0
1,38,Kang,5.58
1,38,Lim,5.94
1,38,Ko,5.72
1,39,Lee,6.0
1,39,Shin,6.0
1,39,Kang,5.68
1,39,Lim,5.96
1,39,Ko,5.78
2,0,Lee,6.0
2,0,Shin,6.0
2,0,Kang,4.74
2,0,Lim,5.98
2,0,Ko,5.94
2,1,Lee,6.0
2,1,Shin,6.0
2,1,Kang,4.18
2,1,Lim,6.0
2,1,Ko,5.54
2,2,Lee,6.0
2,2,Shin,6.0
2,2,Kang,4.12
2,2,Lim,6.0
2,2,Ko,5.46
2,3,Lee,6.0
2,3,Shin,6.0
2,3,Kang,3.8
2,3,Lim,6.0
2,3,Ko,5.62
2,4,Lee,6.0
2,4,Shin,6.0
2,4,Kang,4.18
2,4,Lim,6.0
2,4,Ko,5.68
2,5,Lee,6.0
2,5,Shin,6.0
2,5,Kang,4.74
2,5,Lim,5.92
2,5,Ko,5.68
2,6,Lee,6.0
2,6,Shin,6.0
2,6,Kang,4.46
2,6,Lim,5.94
2,6,Ko,5.96
2,7,Lee,6.0
2,7,Shin,6.0
2,7,Kang,4.9
2,7,Lim,6.0
2,7,Ko,5.94
2,8,Lee,6.0
2,8,Shin,6.0
2,8,Kang,4.76
2,8,Lim,5.98
2,8,Ko,5.56
2,9,Lee,6.0
2,9,Shin,6.0
2,9,Kang,4.92
2,9,Lim,6.0
2,9,Ko,5.72
2,10,Lee,6.0
2,10,Shin,6.0
2,10,Kang,5.24
2,10,Lim,6.0
2,10,Ko,5.66
2,11,Lee,6.0
2,11,Shin,6.0
2,11,Kang,4.84
2,11,Lim,5.96
2,11,Ko,5.78
2,12,Lee,6.0
2,12,Shin,6.0
2,12,Kang,5.38
2,12,Lim,5.84
2,12,Ko,5.72
2,13,Lee,6.0
2,13,Shin,6.0
2,13,Kang,5.08
2,13,Lim,5.88
2,13,Ko,5.66
2,14,Lee,6.0
2,14,Shin,6.0
2,14,Kang,5.16
2,14,Lim,5.98
2,14,Ko,5.78
2,15,Lee,6.0
2,15,Shin,6.0
2,15,Kang,5.42
2,15,Lim,5.98
2,15,Ko,5.64
2,16,Lee,6.0
2,16,Shin,6.0
2,16,Kang,5.32
2,16,Lim,5.94
2,16,Ko,5.72
2,17,Lee,6.0
2,17,Shin,6.0
2,17,Kang,5.28
2,17,Lim,5.92
2,17,Ko,5.44
2,18,Lee,6.0
2,18,Shin,6.0
2,18,Kang,5.26
2,18,Lim,5.92
2,18,Ko,5.78
2,19,Lee,6.0
2,19,Shin,6.0
2,19,Kang,5.1
2,19,Lim,5.92
2,19,Ko,5.72
2,20,Lee,6.0
2,20,Shin,6.0
2,20,Kang,5.5
2,20,Lim,5.94
2,20,Ko,5.76
2,21,Lee,6.0
2,21,Shin,6.0
2,21,Kang,5.7
2,21,Lim,5.92
2,21,Ko,5.62
2,22,Lee,6.0
2,22,Shin,6.0
2,22,Kang,5.7
2,22,Lim,5.92
2,22,Ko,5.8
2,23,Lee,6.0
2,23,Shin,6.0
2,23,Kang,5.46
2,23,Lim,5.9
2,23,Ko,5.62
2,24,Lee,6.0
2,24,Shin,6.0
2,24,Kang,5.46
2,24,Lim,5.86
2,24,Ko,5.86
2,25,Lee,6.0
2,25,Shin,6.0
2,25,Kang,5.48
2,25,Lim,5.96
2,25,Ko,5.6
2,26,Lee,6.0
2,26,Shin,6.0
2,26,Kang,5.48
2,26,Lim,5.98
2,26,Ko,5.6
2,27,Lee,6.0
2,27,Shin,6.0
2,27,Kang,5.64
2,27,Lim,5.94
2,27,Ko,5.88
2,28,Lee,6.0
2,28,Shin,6.0
2,28,Kang,5.42
2,28,Lim,5.96
2,28,Ko,5.76
2,29,Lee,6.0
2,29,Shin,6.0
2,29,Kang,5.48
2,29,Lim,5.94
2,29,Ko,5.66
2,30,Lee,6.0
2,30,Shin,6.0
2,30,Kang,5.24
2,30,Lim,5.94
2,30,Ko,5.54
2,31,Lee,6.0
2,31,Shin,6.0
2,31,Kang,5.38
2,31,Lim,5.92
2,31,Ko,5.54
2,32,Lee,6.0
2,32,Shin,6.0
2,32,Kang,5.3
2,32,Lim,5.92
2,32,Ko,5.72
2,33,Lee,6.0
2,33,Shin,6.0
2,33,Kang,5.38
2,33,Lim,5.82
2,33,Ko,5.7
2,34,Lee,6.0
2,34,Shin,6.0
2,34,Kang,5.54
2,34,Lim,5.96
2,34,Ko,5.86
2,35,Lee,6.0
2,35,Shin,6.0
2,35,Kang,5.44
2,35,Lim,5.9
2,35,Ko,5.62
2,36,Lee,6.0
2,36,Shin,6.0
2,36,Kang,5.44
2,36,Lim,5.96
2,36,Ko,5.48
2,37,Lee,6.0
2,37,Shin,6.0
2,37,Kang,5.38
2,37,Lim,5.88
2,37,Ko,5.54
2,38,Lee,6.0
2,38,Shin,6.0
2,38,Kang,5.56
2,38,Lim,5.94
2,38,Ko,5.56
2,39,Lee,6.0
2,39,Shin,6.0
2,39,Kang,5.3
2,39,Lim,5.94
2,39,Ko,5.62
